0.0;128;92;220;0.8816767502160762;2.5159388646288208;1.7015720524017466
0.1;142;65;207;0.9758631356441938;2.8049074074074074;1.169027777777778
0.2;152;45;197;0.9965036657068886;3.010291262135923;0.7775728155339806
0.3;157;34;191;0.9568510541180499;3.1169;0.5629000000000001
0.4;161;27;188;0.901483898774706;3.177258883248731;0.44558375634517766
0.5;164;21;185;0.8347480965494897;3.251313131313132;0.30580808080808075
0.6;167;15;182;0.7512201644714851;3.2807389162561575;0.2150246305418719
0.7;168;13;181;0.7202723146747352;3.3020297029702976;0.1726732673267327
0.8;170;10;180;0.6711409395973156;3.322786069651741;0.13681592039800994
0.9;171;8;179;0.6376396015695746;3.3378499999999995;0.1059
1.0;172;6;178;0.6035174535241407;3.363282051282051;0.09435897435897435
