timestamp;voltage;event;tput_app_1;tput_app_2;tput_app_3;current_apps_number
0.0;3.3;VOn= 3.74;0.0;0.0;0.0;1
268.0;4.709143910234445; app_1 done;3.73;0.0;0.0;1
496.0;5.0; app_1 done;4.03;0.0;0.0;1
724.0;5.0; app_1 done;4.14;0.0;0.0;1
951.0;5.0; app_2 ON;3.15;0.0;0.0;2
951.0;5.0;VOn= 3.74;3.15;0.0;0.0;2
951.0;5.0; app_1 done;4.21;0.0;0.0;2
985.0;5.0; app_2 done;4.06;1.02;0.0;2
1214.0;5.0; app_1 done;4.12;0.82;0.0;2
1442.0;5.0; app_1 done;4.16;0.69;0.0;2
1670.0;5.0; app_1 done;4.19;0.6;0.0;2
1899.0;5.0; app_1 done;4.21;0.53;0.0;2
1931.0;5.0; app_2 done;4.14;1.04;0.0;2
2160.0;4.261634887549249; app_1 done;4.17;0.93;0.0;2
2388.0;2.9111524368244575; app_1 done;4.19;0.84;0.0;2
2504.0;1.879995473012977;PF;3.99;0.8;0.0;0
4773.0;3.741200754113261;On;2.1;0.42;0.0;2
4889.0;4.1619566561117365; app_1 done;2.25;0.41;0.0;2
5118.0;4.639614639816536; app_1 done;2.34;0.39;0.0;2
5347.0;4.9512916808316785; app_1 done;2.43;0.37;0.0;2
5577.0;5.0; app_1 done;2.51;0.36;0.0;2
5806.0;5.0; app_1 done;2.58;0.34;0.0;2
6035.0;5.0; app_1 done;2.65;0.33;0.0;2
6264.0;4.834746713580089; app_1 done;2.71;0.32;0.0;2
6297.0;4.779193605804112; app_2 done;2.7;0.48;0.0;2
6525.0;4.773034220513172; app_1 done;2.76;0.46;0.0;2
6753.0;4.318874756086862; app_1 done;2.81;0.44;0.0;2
6981.0;4.621917130056173; app_1 done;2.86;0.43;0.0;2
7210.0;4.281926584383081; app_1 done;2.91;0.42;0.0;2
7242.0;4.308067314703324; app_2 done;2.9;0.55;0.0;2
7471.0;4.182215765039776; app_1 done;2.94;0.54;0.0;2
7699.0;3.715274919578123; app_1 done;2.99;0.52;0.0;2
7926.0;3.786281765749632; app_1 done;3.03;0.5;0.0;2
8155.0;3.5117306472651646; app_1 done;3.07;0.49;0.0;2
8187.0;3.5229557467335484; app_2 done;3.05;0.61;0.0;2
8416.0;3.597418313784792; app_1 done;3.09;0.59;0.0;2
8644.0;3.8080506711999016; app_1 done;3.12;0.58;0.0;2
8871.0;4.044359978289349; app_1 done;3.16;0.56;0.0;2
9100.0;4.2712381859654736; app_1 done;3.19;0.55;0.0;2
9133.0;4.291283146623246; app_2 done;3.18;0.66;0.0;2
9361.0;3.6851095368877496; app_1 done;3.2;0.64;0.0;2
9589.0;3.3687982398013845; app_1 done;3.23;0.63;0.0;2
9817.0;3.2614733392916886; app_1 done;3.26;0.61;0.0;2
10046.0;3.469708701669192; app_1 done;3.28;0.6;0.0;2
10078.0;3.510576885896921; app_3 ON;3.27;0.6;0.0;3
10078.0;3.510576885896921;VOn= 3.86;3.27;0.6;0.0;3
10078.0;3.510576885896921; app_2 done;3.27;0.69;0.0;3
10187.0;3.7103413622734585; app_3 done;3.24;0.69;0.1;3
10417.0;4.043944191960273; app_1 done;3.26;0.67;0.1;3
10645.0;4.407855612486065; app_1 done;3.29;0.66;0.09;3
10874.0;4.542436744382413; app_1 done;3.31;0.64;0.09;3
11103.0;4.516878861607347; app_1 done;3.33;0.63;0.09;3
11135.0;4.5882045354558425; app_2 done;3.32;0.72;0.09;3
11364.0;5.0; app_1 done;3.34;0.7;0.09;3
11592.0;5.0; app_1 done;3.36;0.69;0.09;3
11821.0;5.0; app_1 done;3.38;0.68;0.08;3
12050.0;4.955232586925927; app_1 done;3.4;0.66;0.08;3
12083.0;5.0; app_2 done;3.39;0.74;0.08;3
12313.0;5.0; app_1 done;3.41;0.73;0.08;3
12541.0;5.0; app_1 done;3.43;0.72;0.08;3
12770.0;5.0; app_1 done;3.45;0.7;0.08;3
13000.0;5.0; app_1 done;3.46;0.69;0.08;3
13033.0;5.0; app_2 done;3.45;0.77;0.08;3
13263.0;5.0; app_1 done;3.47;0.75;0.08;3
13491.0;5.0; app_1 done;3.48;0.74;0.07;3
13720.0;5.0; app_1 done;3.5;0.73;0.07;3
13950.0;5.0; app_1 done;3.51;0.72;0.07;3
13982.0;5.0; app_2 done;3.5;0.79;0.07;3
14212.0;5.0; app_1 done;3.52;0.77;0.07;3
