timestamp;voltage;event;tput_app_1;tput_app_2;tput_app_3;current_apps_number
0.0;3.3;VOn= 3.74;0.0;0.0;0.0;1
268.0;4.709143910234445; app_1 done;3.73;0.0;0.0;1
496.0;5.0; app_2 ON;2.02;0.0;0.0;2
496.0;5.0;VOn= 3.74;2.02;0.0;0.0;2
496.0;5.0; app_1 done;4.03;0.0;0.0;2
529.0;5.0; app_2 done;3.78;1.89;0.0;2
758.0;5.0; app_1 done;3.96;1.32;0.0;2
986.0;5.0; app_1 done;4.06;1.01;0.0;2
1215.0;5.0; app_1 done;4.12;0.82;0.0;2
1444.0;5.0; app_1 done;4.16;0.69;0.0;2
1477.0;5.0; app_3 ON;4.06;0.68;0.0;3
1477.0;5.0;VOn= 3.86;4.06;0.68;0.0;3
1477.0;5.0; app_2 done;4.06;1.35;0.0;3
1585.0;5.0; app_3 done;3.79;1.26;0.63;3
1816.0;5.0; app_1 done;3.85;1.1;0.55;3
2044.0;4.8076136425607405; app_1 done;3.91;0.98;0.49;3
2274.0;3.648240613539417; app_1 done;3.96;0.88;0.44;3
2503.0;1.8916164425653035; app_1 done;4.0;0.8;0.4;3
2504.0;1.879995473012977;PF;3.99;0.8;0.4;0
4825.0;3.8606057566641985;On;2.07;0.41;0.21;3
5058.0;4.479828465767907; app_1 done;2.17;0.4;0.2;3
5288.0;4.826903774975358; app_1 done;2.27;0.38;0.19;3
5518.0;5.0; app_1 done;2.36;0.36;0.18;3
5748.0;5.0; app_1 done;2.44;0.35;0.17;3
5780.0;5.0; app_2 done;2.42;0.52;0.17;3
6010.0;5.0; app_1 done;2.5;0.5;0.17;3
6239.0;4.903306152916617; app_1 done;2.56;0.48;0.16;3
6469.0;4.840196126529209; app_1 done;2.63;0.46;0.15;3
6698.0;4.294603250083818; app_1 done;2.69;0.45;0.15;3
6731.0;4.302008778183882; app_2 done;2.67;0.59;0.15;3
6961.0;4.595604022914506; app_1 done;2.73;0.57;0.14;3
7189.0;4.26797057389686; app_1 done;2.78;0.56;0.14;3
7419.0;4.362700160718733; app_1 done;2.83;0.54;0.13;3
7649.0;3.759260006991413; app_1 done;2.88;0.52;0.13;3
7681.0;3.7058107312320656; app_2 done;2.86;0.65;0.13;3
7790.0;3.7878229912071193; app_3 done;2.82;0.64;0.26;3
8020.0;3.6400435221232463; app_1 done;2.87;0.62;0.25;3
8248.0;3.546523191063184; app_1 done;2.91;0.61;0.24;3
8478.0;3.6402451854354996; app_1 done;2.95;0.59;0.24;3
8707.0;3.872700449315349; app_1 done;2.99;0.57;0.23;3
8739.0;3.908809967192563; app_2 done;2.98;0.69;0.23;3
8968.0;4.1528080744341835; app_1 done;3.01;0.67;0.22;3
9196.0;4.218924704500347; app_1 done;3.04;0.65;0.22;3
9425.0;3.615503157307925; app_1 done;3.08;0.64;0.21;3
9654.0;3.245415871705155; app_1 done;3.11;0.62;0.21;3
9687.0;3.2137075360056997; app_2 done;3.1;0.72;0.21;3
9916.0;3.3178603729384415; app_1 done;3.13;0.71;0.2;3
10145.0;3.656018301815293; app_1 done;3.15;0.69;0.2;3
10374.0;3.988030240417861; app_1 done;3.18;0.67;0.19;3
10604.0;4.329148267584342; app_1 done;3.21;0.66;0.19;3
10637.0;4.394076921631513; app_2 done;3.2;0.75;0.19;3
10746.0;4.48451613319792; app_3 done;3.16;0.74;0.28;3
10976.0;4.375931771604468; app_1 done;3.19;0.73;0.27;3
11204.0;4.729671168559427; app_1 done;3.21;0.71;0.27;3
11435.0;5.0; app_1 done;3.24;0.7;0.26;3
11664.0;5.0; app_1 done;3.26;0.69;0.26;3
11696.0;5.0; app_2 done;3.25;0.77;0.26;3
11926.0;4.782440606292203; app_1 done;3.27;0.75;0.25;3
12153.0;5.0; app_1 done;3.29;0.74;0.25;3
12383.0;5.0; app_1 done;3.31;0.73;0.24;3
12613.0;5.0; app_1 done;3.33;0.71;0.24;3
12645.0;5.0; app_2 done;3.32;0.79;0.24;3
12875.0;5.0; app_1 done;3.34;0.78;0.23;3
13104.0;5.0; app_1 done;3.36;0.76;0.23;3
13334.0;5.0; app_1 done;3.37;0.75;0.22;3
13564.0;5.0; app_1 done;3.39;0.74;0.22;3
13596.0;5.0; app_2 done;3.38;0.81;0.22;3
13706.0;5.0; app_3 done;3.36;0.8;0.29;3
13936.0;5.0; app_1 done;3.37;0.79;0.29;3
