timestamp;voltage;event;tput_app_1;tput_app_2;tput_app_3;current_apps_number
0.0;3.3;VOn= 3.74;0.0;0.0;0.0;1
268.0;4.709143910234445; app_1 done;3.73;0.0;0.0;1
496.0;5.0; app_1 done;4.03;0.0;0.0;1
724.0;5.0; app_2 ON;2.76;0.0;0.0;2
724.0;5.0;VOn= 3.74;2.76;0.0;0.0;2
724.0;5.0; app_1 done;4.14;0.0;0.0;2
757.0;5.0; app_2 done;3.96;1.32;0.0;2
986.0;5.0; app_1 done;4.06;1.01;0.0;2
1214.0;5.0; app_1 done;4.12;0.82;0.0;2
1442.0;5.0; app_1 done;4.16;0.69;0.0;2
1474.0;5.0; app_2 done;4.07;1.36;0.0;2
1703.0;5.0; app_1 done;4.11;1.17;0.0;2
1931.0;5.0; app_1 done;4.14;1.04;0.0;2
2159.0;4.26845928652659; app_1 done;4.17;0.93;0.0;2
2191.0;4.105129121750622; app_3 ON;4.11;0.91;0.0;3
2191.0;4.105129121750622;VOn= 3.86;4.11;0.91;0.0;3
2191.0;4.105129121750622; app_2 done;4.11;1.37;0.0;3
2300.0;3.4957846956144984; app_3 done;3.91;1.3;0.43;3
2504.0;1.879995473012977;PF;3.59;1.2;0.4;0
4825.0;3.8606057566641985;On;1.87;0.62;0.21;3
4859.0;3.983277773312177; app_1 done;2.06;0.62;0.21;3
5086.0;4.527924437539575; app_1 done;2.16;0.59;0.2;3
5316.0;4.865633965932092; app_1 done;2.26;0.56;0.19;3
5546.0;5.0; app_1 done;2.34;0.54;0.18;3
5776.0;5.0; app_1 done;2.42;0.52;0.17;3
6006.0;5.0; app_1 done;2.5;0.5;0.17;3
6038.0;5.0; app_2 done;2.48;0.66;0.17;3
6268.0;4.825952500530479; app_1 done;2.55;0.64;0.16;3
6497.0;4.81194498983496; app_1 done;2.62;0.62;0.15;3
6725.0;4.2981293750252805; app_1 done;2.68;0.59;0.15;3
6758.0;4.3216765414515415; app_2 done;2.66;0.74;0.15;3
6987.0;4.628517776268122; app_1 done;2.72;0.72;0.14;3
7216.0;4.286231211544488; app_1 done;2.77;0.69;0.14;3
7444.0;4.28666249599392; app_1 done;2.82;0.67;0.13;3
7477.0;4.166518723091751; app_2 done;2.81;0.8;0.13;3
7706.0;3.7203682912247054; app_1 done;2.85;0.78;0.13;3
7935.0;3.7766821571769538; app_1 done;2.9;0.76;0.13;3
8163.0;3.5140944162582675; app_1 done;2.94;0.74;0.12;3
8195.0;3.5261186262701214; app_2 done;2.93;0.85;0.12;3
8304.0;3.542262954477916; app_3 done;2.89;0.84;0.24;3
8534.0;3.694119203737225; app_1 done;2.93;0.82;0.23;3
8762.0;3.935793661747636; app_1 done;2.97;0.8;0.23;3
8991.0;4.176727813079909; app_1 done;3.0;0.78;0.22;3
9023.0;4.206476695924158; app_2 done;2.99;0.89;0.22;3
9252.0;4.063166633148003; app_1 done;3.03;0.86;0.22;3
9480.0;3.5619600663320163; app_1 done;3.06;0.84;0.21;3
9708.0;3.2160280765881235; app_1 done;3.09;0.82;0.21;3
9740.0;3.2264850825255573; app_2 done;3.08;0.92;0.21;3
9969.0;3.3775314635661013; app_1 done;3.11;0.9;0.2;3
10197.0;3.7262953161315986; app_1 done;3.14;0.88;0.2;3
10425.0;4.058800139349474; app_1 done;3.17;0.86;0.19;3
10458.0;4.122801924764763; app_2 done;3.16;0.96;0.19;3
10567.0;4.267772733278747; app_3 done;3.12;0.95;0.28;3
10797.0;4.503740182300366; app_1 done;3.15;0.93;0.28;3
11025.0;4.404074807311283; app_1 done;3.17;0.91;0.27;3
11254.0;4.848217762252746; app_1 done;3.2;0.89;0.27;3
11286.0;4.929635842229615; app_2 done;3.19;0.97;0.27;3
11516.0;5.0; app_1 done;3.21;0.96;0.26;3
11744.0;5.0; app_1 done;3.24;0.94;0.26;3
11972.0;4.8178246987971; app_1 done;3.26;0.92;0.25;3
12004.0;4.865842549395168; app_2 done;3.25;1.0;0.25;3
12233.0;5.0; app_1 done;3.27;0.98;0.25;3
12462.0;5.0; app_1 done;3.29;0.96;0.24;3
12690.0;5.0; app_1 done;3.31;0.95;0.24;3
12723.0;5.0; app_2 done;3.3;1.02;0.24;3
12832.0;5.0; app_3 done;3.27;1.01;0.31;3
13063.0;5.0; app_1 done;3.29;1.0;0.31;3
13291.0;5.0; app_1 done;3.31;0.98;0.3;3
